StudyHours,Attendance,PreviousScore,AssignmentScore,WritingSkills,ReadingSkills,ComputerSkills,PercentScore,Grade,Pass/Fail
4.8,80.5,55.2,81.0,1,5,5,64.2,B,Pass
3.7,64.7,95.0,74.7,2,10,5,73.22,B+,Pass
2.9,89.1,90.9,36.5,10,1,3,62.71,B,Pass
5.1,83.8,58.5,83.3,1,10,7,73.9,B+,Pass
3.8,55.2,92.9,31.6,5,7,10,70.68,B+,Pass
3.6,77.6,34.7,40.0,3,2,8,49.84,F,Fail
4.7,71.6,39.8,38.6,1,8,7,57.7,C,Pass
2.0,84.3,42.6,75.3,5,4,4,51.38,C,Pass
3.9,78.6,61.3,81.5,1,1,8,61.01,B,Pass
2.5,64.3,37.9,91.5,10,3,2,54.63,C,Pass
1.1,62.7,81.6,69.4,10,6,6,63.48,B,Pass
4.7,72.9,63.6,82.8,8,8,1,71.41,B+,Pass
3.4,87.8,78.4,27.6,10,5,6,67.12,B,Pass
5.5,97.7,38.8,35.2,9,7,8,70.75,B+,Pass
3.5,88.3,61.3,52.3,4,3,2,55.0,C,Pass
1.1,68.3,85.4,33.2,4,6,1,48.56,F,Fail
3.0,77.3,45.5,49.0,9,7,1,55.46,C,Pass
1.9,69.3,78.3,49.5,10,8,7,66.53,B,Pass
5.6,52.1,39.6,26.5,6,4,1,52.48,C,Pass
3.2,64.3,63.0,89.0,7,9,3,67.33,B,Pass
3.6,50.8,89.3,30.5,7,8,3,64.38,B,Pass
2.8,86.7,57.5,57.9,3,4,9,58.93,C,Pass
3.6,94.2,39.6,60.5,5,4,6,57.8,C,Pass
1.4,93.6,64.5,23.9,2,2,5,43.67,F,Fail
3.3,89.9,68.5,34.1,7,9,5,65.43,B,Pass
4.3,55.0,52.4,94.7,3,2,5,60.0,B,Pass
2.9,84.5,60.6,84.5,10,6,1,64.88,B,Pass
3.0,90.7,66.5,100.0,2,6,6,66.69,B,Pass
5.2,68.9,97.2,94.2,4,10,10,90.12,A+,Pass
3.7,53.4,39.6,27.8,1,9,9,53.21,C,Pass
3.9,72.6,75.6,21.8,1,9,5,60.03,B,Pass
2.5,68.4,76.0,53.8,10,3,6,62.91,B,Pass
3.4,92.0,70.8,64.1,4,3,9,66.11,B,Pass
1.3,62.4,33.8,61.0,2,7,3,41.04,F,Fail
3.2,89.1,49.5,85.3,9,8,2,65.88,B,Pass
5.0,72.3,40.0,62.0,9,5,4,64.53,B,Pass
1.8,62.8,70.5,93.7,6,1,4,56.16,C,Pass
4.8,68.9,77.1,59.7,10,4,10,78.32,B+,Pass
2.9,55.3,82.4,69.0,1,9,5,63.08,B,Pass
1.1,91.1,38.4,85.7,2,5,1,43.96,F,Fail
5.8,57.6,42.7,55.6,2,1,5,55.98,C,Pass
1.9,91.3,54.4,88.2,6,6,5,60.56,B,Pass
2.7,52.7,69.6,20.3,1,4,5,46.52,F,Fail
3.4,52.1,54.3,49.4,9,2,5,55.8,C,Pass
5.7,93.0,84.9,73.2,5,1,10,80.31,A,Pass
3.9,78.2,57.4,82.7,7,5,10,72.18,B+,Pass
5.5,50.5,81.1,58.3,7,9,7,79.07,B+,Pass
3.8,79.2,90.9,71.6,2,5,1,64.58,B,Pass
2.0,71.0,99.0,51.7,4,10,6,67.6,B,Pass
3.8,79.8,94.0,44.5,8,3,10,74.35,B+,Pass
1.5,85.4,93.3,64.2,5,10,2,64.5,B,Pass
1.6,81.9,35.2,63.8,9,6,6,53.96,C,Pass
1.6,97.5,60.3,53.7,1,4,10,54.28,C,Pass
1.1,78.1,65.9,78.2,1,9,9,59.42,C,Pass
1.8,72.4,86.3,55.5,3,8,4,59.34,C,Pass
2.8,66.6,53.2,78.4,7,10,1,60.92,B,Pass
1.4,59.3,69.0,75.3,2,1,9,52.08,C,Pass
1.0,82.3,48.4,28.9,10,5,5,48.66,F,Fail
1.6,77.5,62.8,22.0,3,1,10,47.15,F,Fail
5.7,80.2,63.8,73.7,10,3,2,72.82,B+,Pass
3.6,96.0,44.9,71.7,2,7,4,58.98,C,Pass
3.2,93.8,33.5,58.5,7,10,8,64.33,B,Pass
3.4,66.6,73.8,75.8,2,6,6,64.08,B,Pass
3.8,55.4,40.5,34.8,2,6,4,48.08,F,Fail
1.5,69.4,68.0,33.0,5,10,3,52.89,C,Pass
3.9,79.4,57.6,52.5,6,9,1,61.82,B,Pass
5.2,63.8,32.4,71.2,4,1,1,51.96,C,Pass
3.8,65.0,76.3,97.5,1,9,3,68.4,B,Pass
5.4,89.5,59.0,90.5,3,9,9,79.88,B+,Pass
1.7,86.7,41.3,34.5,5,10,10,55.97,C,Pass
5.1,84.8,77.1,86.1,1,7,7,76.07,B+,Pass
4.3,72.9,74.6,84.0,5,5,9,74.74,B+,Pass
4.0,72.3,87.6,28.9,8,7,9,73.46,B+,Pass
3.9,50.7,71.6,81.0,6,1,1,58.72,C,Pass
1.6,74.4,36.4,95.2,3,2,8,50.22,C,Pass
4.2,51.1,33.9,86.5,3,4,5,55.36,C,Pass
3.0,77.6,90.9,56.1,9,5,8,72.9,B+,Pass
1.3,50.5,76.7,80.6,9,7,3,60.52,B,Pass
2.0,78.6,95.6,85.8,3,4,9,68.63,B,Pass
3.2,60.1,42.3,94.4,4,7,6,60.54,B,Pass
6.0,94.8,34.5,29.7,8,5,7,66.56,B,Pass
3.2,85.0,50.4,20.9,2,1,8,48.04,F,Fail
1.7,73.6,46.4,67.8,7,5,5,52.93,C,Pass
5.5,78.3,99.5,88.9,1,1,8,78.04,B+,Pass
1.2,72.9,59.1,59.2,3,1,1,40.75,F,Fail
1.6,67.0,67.9,25.6,10,9,1,53.92,C,Pass
3.4,56.8,59.6,72.5,1,1,2,49.06,F,Fail
1.5,88.6,62.5,96.9,10,8,4,67.02,B,Pass
3.9,71.4,84.7,51.0,8,10,2,71.56,B+,Pass
1.8,92.1,33.2,49.8,7,1,5,45.18,F,Fail
4.3,86.8,94.1,74.9,2,8,2,72.64,B+,Pass
1.6,68.9,87.4,92.3,2,10,8,68.98,B,Pass
5.1,84.8,30.4,83.8,7,7,8,71.05,B+,Pass
4.7,84.3,82.1,97.8,6,2,2,72.42,B+,Pass
5.6,76.0,74.3,77.0,10,8,2,80.12,A,Pass
1.3,85.8,76.1,37.4,4,10,8,60.42,B,Pass
3.8,65.3,82.1,98.6,6,7,7,77.04,B+,Pass
4.5,70.1,87.2,41.3,1,8,9,71.0,B+,Pass
5.5,51.9,76.9,28.8,4,7,6,67.74,B,Pass
3.4,59.7,36.4,45.7,5,8,7,55.53,C,Pass
5.8,86.9,34.1,42.8,10,3,6,65.84,B,Pass
1.6,89.0,74.2,23.0,2,7,3,49.3,F,Fail
3.2,91.4,93.6,93.9,9,9,4,81.43,A,Pass
2.3,99.0,73.5,59.3,9,4,6,65.37,B,Pass
1.8,96.1,43.9,58.7,6,9,1,52.59,C,Pass
2.4,72.5,66.7,95.5,2,4,6,59.85,C,Pass
4.3,97.7,37.6,30.9,1,7,2,51.0,C,Pass
3.4,79.1,92.3,86.2,1,1,2,61.51,B,Pass
1.9,55.6,70.5,73.2,10,8,5,64.76,B,Pass
1.2,89.6,79.4,48.1,2,3,6,51.82,C,Pass
5.6,77.7,48.5,28.8,9,6,5,66.62,B,Pass
2.6,69.4,69.9,52.8,1,2,2,47.74,F,Fail
1.6,87.8,68.2,91.9,7,10,1,64.02,B,Pass
1.7,78.8,66.0,90.2,3,8,4,59.71,C,Pass
2.3,91.6,76.3,94.2,6,9,1,67.56,B,Pass
2.2,83.1,60.2,73.9,7,6,2,58.24,C,Pass
2.4,87.2,54.6,90.8,1,8,3,57.59,C,Pass
2.1,69.4,90.9,82.8,4,7,5,66.49,B,Pass
3.2,90.7,65.5,32.5,10,10,8,71.12,B+,Pass
4.8,53.9,43.2,45.5,10,1,10,63.22,B,Pass
1.1,88.8,56.7,35.9,5,4,10,51.84,C,Pass
2.0,96.7,73.2,89.6,7,7,10,73.41,B+,Pass
4.6,63.0,48.3,43.8,8,10,5,66.34,B,Pass
1.7,92.5,99.2,97.9,7,5,2,69.54,B,Pass
4.7,74.0,76.9,29.1,5,5,8,67.79,B,Pass
3.6,99.3,75.4,47.5,10,10,5,75.31,B+,Pass
5.4,95.3,65.5,87.4,9,3,5,77.62,B+,Pass
1.1,92.4,60.1,65.9,5,7,6,56.55,C,Pass
4.9,78.8,36.5,90.7,4,10,1,65.21,B,Pass
3.9,99.6,72.2,92.5,5,3,5,70.48,B+,Pass
3.3,55.9,74.0,83.6,8,2,8,67.83,B,Pass
1.7,64.2,56.8,58.9,3,6,5,50.26,C,Pass
2.2,93.5,61.3,25.6,10,8,1,56.32,C,Pass
4.9,65.5,33.1,99.4,1,6,9,65.34,B,Pass
1.7,83.5,99.3,70.1,8,2,9,69.49,B,Pass
3.6,93.6,40.5,67.6,10,1,10,65.03,B,Pass
2.0,89.5,55.7,33.5,2,1,3,41.9,F,Fail
3.4,88.1,36.3,58.0,4,5,5,54.18,C,Pass
2.3,92.7,45.6,44.1,10,2,4,52.48,C,Pass
2.8,60.6,91.2,58.4,2,6,3,59.82,C,Pass
5.0,50.4,38.6,93.7,2,7,7,64.74,B,Pass
1.2,90.3,91.7,27.2,3,3,7,53.83,C,Pass
5.6,85.8,95.3,75.7,5,9,3,83.16,A,Pass
2.6,94.3,48.5,75.8,7,8,3,61.32,B,Pass
4.0,64.2,91.0,50.8,5,8,2,67.79,B,Pass
2.1,98.9,66.3,91.0,7,7,5,67.51,B,Pass
2.8,55.7,32.1,97.4,4,3,1,47.4,F,Fail
3.3,58.2,84.0,83.1,8,3,10,73.48,B+,Pass
4.4,75.7,91.3,36.3,10,6,9,78.44,B+,Pass
5.4,86.0,81.4,20.3,2,3,6,64.6,B,Pass
5.3,73.8,40.7,71.1,3,10,8,70.42,B+,Pass
2.7,78.1,49.9,30.6,1,7,9,52.68,C,Pass
1.4,62.1,48.2,38.8,3,9,1,42.68,F,Fail
5.6,63.6,35.2,50.2,4,3,9,61.09,B,Pass
1.2,91.2,62.5,28.0,2,4,1,40.75,F,Fail
5.4,63.4,88.4,73.0,10,2,3,75.99,B+,Pass
1.1,72.8,38.4,60.7,6,7,10,53.39,C,Pass
5.9,97.3,99.4,30.6,2,2,2,68.77,B,Pass
1.1,61.1,95.6,81.1,3,6,4,59.58,C,Pass
1.1,78.6,95.1,84.8,5,5,1,59.76,C,Pass
3.5,89.9,75.3,75.8,1,10,1,65.18,B,Pass
4.3,75.8,65.5,75.4,6,5,3,66.46,B,Pass
2.8,89.5,66.9,35.4,10,3,3,58.18,C,Pass
4.0,80.4,55.4,78.7,5,6,5,65.69,B,Pass
5.2,62.3,39.5,79.8,7,6,5,66.88,B,Pass
5.0,71.6,45.3,97.0,10,4,10,77.04,B+,Pass
5.4,92.7,45.5,96.0,2,5,2,65.65,B,Pass
1.8,74.5,78.5,30.1,7,5,8,58.79,C,Pass
2.1,86.7,67.4,50.3,9,9,1,60.46,B,Pass
3.9,90.5,74.7,37.2,5,5,1,59.9,C,Pass
4.6,78.7,88.5,62.7,6,1,6,70.8,B+,Pass
1.5,78.3,70.7,21.9,6,6,9,55.79,C,Pass
1.9,52.2,39.4,76.7,4,9,6,53.18,C,Pass
5.6,76.5,36.7,30.5,10,7,4,64.8,B,Pass
1.1,63.0,34.2,69.6,6,4,10,49.69,F,Fail
3.0,63.8,90.9,79.9,2,2,1,58.09,C,Pass
2.1,52.9,88.2,75.3,6,7,2,62.04,B,Pass
4.9,60.8,37.8,31.0,7,5,4,55.78,C,Pass
5.3,85.0,56.3,98.3,9,5,9,81.52,A,Pass
2.2,94.3,56.9,63.3,2,9,8,60.95,B,Pass
3.9,71.6,70.9,65.2,5,4,7,66.26,B,Pass
5.2,71.1,91.2,78.8,5,9,9,85.53,A,Pass
4.0,88.7,37.1,37.3,8,10,7,64.74,B,Pass
4.0,53.1,58.7,30.8,2,8,7,57.6,C,Pass
3.1,96.3,63.2,74.1,10,8,3,69.94,B,Pass
4.3,53.0,42.3,32.0,6,6,4,53.88,C,Pass
5.8,57.2,71.0,83.7,6,6,3,74.22,B+,Pass
2.5,58.2,92.6,73.9,1,2,8,61.06,B,Pass
2.0,94.2,75.9,47.4,9,9,10,71.5,B+,Pass
5.8,78.8,87.3,98.8,8,4,7,86.72,A,Pass
1.3,79.0,38.6,73.6,7,3,9,52.79,C,Pass
5.2,94.5,67.1,71.4,4,6,9,76.74,B+,Pass
5.5,90.8,88.5,38.4,10,3,8,79.96,B+,Pass
2.1,99.7,69.5,77.8,3,4,2,56.42,C,Pass
3.1,90.5,49.2,32.8,1,6,10,55.67,C,Pass
1.6,80.6,43.7,91.6,4,4,10,57.12,C,Pass
2.8,53.0,68.8,24.2,8,3,8,56.33,C,Pass
3.3,60.1,43.6,60.1,7,7,4,57.12,C,Pass
3.5,84.4,98.6,77.2,6,1,2,67.67,B,Pass
1.6,79.5,94.6,62.6,4,9,8,68.39,B,Pass
3.0,57.8,87.1,53.3,6,3,8,64.55,B,Pass
4.1,67.4,31.8,63.7,9,1,4,54.64,C,Pass
3.5,97.1,60.7,66.2,3,1,3,55.82,C,Pass
5.2,84.8,38.3,99.1,10,5,6,74.72,B+,Pass
5.8,61.0,52.9,67.9,5,5,4,66.71,B,Pass
5.1,87.9,40.0,64.8,7,3,7,65.91,B,Pass
1.2,53.9,54.6,68.6,7,10,3,54.13,C,Pass
2.1,91.4,34.4,88.0,2,5,7,53.34,C,Pass
1.4,97.6,70.6,53.4,10,7,5,63.02,B,Pass
3.2,81.9,64.6,33.2,10,9,10,71.12,B+,Pass
4.6,58.7,36.2,41.0,6,4,3,52.47,C,Pass
1.2,51.7,71.1,45.9,6,10,10,60.63,B,Pass
2.3,80.4,43.6,95.8,9,9,6,66.51,B,Pass
1.5,55.9,49.1,77.7,5,2,4,46.52,F,Fail
3.1,98.2,67.6,24.2,8,4,5,59.75,C,Pass
5.6,78.8,96.4,50.6,3,5,2,71.97,B+,Pass
3.1,71.1,90.6,71.7,7,4,9,72.91,B+,Pass
4.2,50.3,68.8,94.9,8,2,9,72.26,B+,Pass
2.9,85.4,50.9,40.3,5,1,9,53.91,C,Pass
4.7,81.6,30.9,90.5,6,6,8,68.26,B,Pass
4.7,72.4,98.8,52.6,10,9,6,83.63,A,Pass
1.7,94.3,68.2,38.3,6,10,4,59.02,C,Pass
4.3,70.5,68.2,33.9,1,5,3,55.38,C,Pass
2.9,62.0,98.6,81.9,10,7,3,74.74,B+,Pass
5.3,83.1,67.9,63.6,1,10,8,75.03,B+,Pass
1.8,95.8,32.2,55.2,1,9,1,44.11,F,Fail
5.5,98.8,55.9,82.2,4,8,4,74.18,B+,Pass
3.6,50.2,73.1,62.1,10,4,3,64.01,B,Pass
2.3,66.7,42.4,24.4,6,3,7,46.13,F,Fail
2.7,73.7,95.9,37.1,7,6,5,65.71,B,Pass
1.0,86.9,65.6,91.9,10,1,10,63.88,B,Pass
5.7,69.4,86.0,26.3,8,5,9,77.18,B+,Pass
2.1,77.3,78.9,89.2,5,7,6,67.24,B,Pass
5.5,69.4,36.2,36.3,5,3,8,59.44,C,Pass
5.3,52.2,54.9,60.0,7,3,3,62.14,B,Pass
2.7,74.0,82.9,87.0,7,6,8,72.97,B+,Pass
2.1,96.0,90.2,71.3,6,3,3,63.24,B,Pass
3.1,71.2,78.9,28.0,8,5,9,65.45,B,Pass
5.7,78.8,86.5,84.9,4,3,5,77.04,B+,Pass
5.3,51.2,60.4,41.6,4,3,9,63.66,B,Pass
3.4,89.2,50.4,56.0,7,5,4,59.52,C,Pass
3.7,97.0,65.0,31.2,6,7,9,67.43,B,Pass
3.0,99.4,63.2,96.5,3,3,3,61.22,B,Pass
5.7,64.1,33.9,57.2,10,7,10,73.26,B+,Pass
5.9,61.7,61.7,20.8,4,6,9,67.32,B,Pass
2.4,92.9,38.1,55.6,2,8,6,52.76,C,Pass
5.7,97.4,33.7,26.0,8,1,9,62.86,B,Pass
5.8,97.0,82.5,85.3,10,6,1,83.32,A,Pass
3.4,54.5,51.1,50.2,2,9,7,57.36,C,Pass
3.1,71.5,68.8,43.5,7,7,3,60.28,B,Pass
5.3,58.0,67.8,79.5,6,4,7,72.88,B+,Pass
5.7,70.6,96.6,32.0,5,3,2,68.81,B,Pass
3.0,69.3,77.8,24.3,8,1,6,57.02,C,Pass
3.5,77.9,47.6,81.4,1,4,1,51.9,C,Pass
2.7,67.3,98.8,71.8,9,6,3,71.0,B+,Pass
2.0,69.9,34.5,21.9,1,10,7,44.9,F,Fail
6.0,54.9,45.3,42.7,3,9,10,69.22,B,Pass
1.9,57.7,41.6,64.4,9,1,9,52.43,C,Pass
5.1,90.6,42.6,70.1,8,5,4,67.62,B,Pass
3.1,77.7,83.9,80.2,4,9,6,72.18,B+,Pass
1.4,67.2,78.3,64.2,6,3,9,59.52,C,Pass
2.6,85.0,30.2,72.0,7,3,9,56.25,C,Pass
1.4,73.0,53.6,65.1,7,9,7,59.06,C,Pass
5.9,99.7,77.6,58.9,4,10,10,85.8,A,Pass
2.3,72.2,95.6,90.3,5,6,7,71.87,B+,Pass
4.7,98.9,62.0,83.6,3,8,1,68.73,B,Pass
3.1,51.4,80.7,94.8,4,9,9,73.94,B+,Pass
4.4,80.7,67.4,49.1,5,2,1,57.89,C,Pass
2.3,52.4,85.1,30.4,8,1,10,59.28,C,Pass
1.5,84.4,68.5,81.2,10,7,8,68.74,B,Pass
5.0,81.1,48.8,24.2,5,4,6,58.94,C,Pass
4.6,70.7,52.1,33.4,6,5,1,55.5,C,Pass
1.5,76.9,91.1,84.2,6,2,6,63.1,B,Pass
4.7,59.9,88.3,90.6,9,9,9,87.45,A,Pass
4.0,66.4,69.4,33.6,8,6,5,64.03,B,Pass
1.9,63.6,72.3,92.1,8,3,8,64.85,B,Pass
5.1,50.4,48.4,78.0,9,2,3,63.24,B,Pass
4.5,59.2,42.2,59.6,5,3,2,53.41,C,Pass
3.5,84.0,30.3,55.6,6,3,2,49.32,F,Fail
1.9,55.9,82.8,93.5,10,9,2,68.91,B,Pass
3.7,76.1,45.0,91.6,1,4,3,55.4,C,Pass
1.8,87.7,90.7,44.0,3,7,6,61.24,B,Pass
1.9,90.3,98.5,63.8,7,5,7,69.82,B,Pass
2.2,96.0,77.5,63.5,3,6,5,61.3,B,Pass
4.3,74.2,95.9,37.8,6,7,2,69.26,B,Pass
4.4,75.6,94.2,42.5,4,2,1,62.08,B,Pass
1.4,93.6,44.0,94.0,5,4,1,50.06,C,Pass
4.3,84.7,91.0,72.4,2,5,9,75.28,B+,Pass
1.2,81.4,80.2,22.4,6,7,10,59.35,C,Pass
5.5,65.6,40.4,67.8,4,1,6,59.83,C,Pass
4.9,96.7,82.2,86.6,1,10,6,79.81,B+,Pass
4.6,85.3,63.9,44.5,8,7,7,71.58,B+,Pass
2.2,89.9,33.8,40.1,9,2,10,53.26,C,Pass
5.9,66.7,83.7,24.1,5,7,3,69.81,B,Pass
5.6,60.1,91.5,62.6,7,9,1,77.68,B+,Pass
3.4,77.2,87.0,53.9,4,8,2,65.16,B,Pass
1.2,90.7,30.7,25.7,6,2,2,35.4,F,Fail
3.6,65.9,71.4,59.7,1,8,4,60.8,B,Pass
1.8,96.8,77.7,66.3,9,10,6,71.25,B+,Pass
4.0,69.1,91.5,87.1,7,9,7,81.85,A,Pass
5.9,85.4,35.8,33.3,4,9,4,63.08,B,Pass
4.8,86.8,69.8,54.4,2,10,9,74.49,B+,Pass
2.6,85.9,73.8,46.9,2,3,4,53.47,C,Pass
3.0,76.4,57.8,42.8,2,7,8,57.51,C,Pass
5.7,90.6,95.4,47.0,6,6,9,83.76,A,Pass
1.6,86.2,51.0,22.2,6,4,3,44.1,F,Fail
5.5,87.9,93.9,36.7,3,6,7,75.77,B+,Pass
1.4,95.8,41.0,79.7,1,3,3,44.38,F,Fail
3.1,67.3,96.8,63.8,7,7,3,69.9,B,Pass
4.7,98.1,87.2,64.7,10,4,2,76.11,B+,Pass
3.0,96.0,59.6,32.3,10,6,6,63.34,B,Pass
3.9,88.6,60.8,79.8,4,5,6,66.63,B,Pass
3.5,77.5,75.5,53.4,2,9,7,66.63,B,Pass
4.0,50.3,76.5,60.7,6,7,8,70.26,B+,Pass
1.9,87.9,35.5,57.2,9,5,2,49.84,F,Fail
3.9,96.0,62.0,34.7,5,8,1,59.9,C,Pass
5.9,72.3,39.2,91.3,2,6,2,64.32,B,Pass
2.0,61.0,50.0,37.9,4,8,3,47.28,F,Fail
1.3,87.0,96.4,86.5,4,10,2,66.97,B,Pass
3.0,80.1,79.0,67.0,6,10,6,71.81,B+,Pass
2.9,99.9,52.2,58.8,4,9,1,57.46,C,Pass
1.6,59.0,35.0,62.1,9,6,8,53.36,C,Pass
3.9,65.8,73.8,37.8,5,2,9,62.3,B,Pass
3.2,92.7,63.7,32.8,2,2,7,53.92,C,Pass
5.2,83.0,35.8,70.0,9,8,1,66.55,B,Pass
3.1,91.3,91.6,86.4,9,1,10,77.39,B+,Pass
5.9,84.6,69.9,41.5,9,10,8,82.76,A,Pass
4.9,61.1,55.9,34.9,8,7,4,63.92,B,Pass
3.4,80.2,30.4,70.9,9,5,10,63.86,B,Pass
3.8,96.9,32.3,47.0,2,2,3,47.02,F,Fail
5.3,82.7,99.3,33.8,7,3,6,75.37,B+,Pass
4.9,82.3,39.7,85.6,1,2,7,60.6,B,Pass
4.3,91.3,80.0,74.0,6,3,7,73.43,B+,Pass
2.3,85.3,80.0,35.2,6,4,10,63.01,B,Pass
3.1,90.3,74.2,34.6,1,7,8,61.17,B,Pass
4.9,64.7,45.2,91.9,5,4,8,68.16,B,Pass
4.1,76.3,52.9,51.4,8,5,10,67.96,B,Pass
5.8,93.6,94.5,73.4,8,4,4,83.2,A,Pass
5.4,82.1,46.9,22.3,4,6,3,57.88,C,Pass
3.1,66.5,44.7,48.1,7,2,8,54.44,C,Pass
2.5,64.1,67.6,62.5,1,9,9,61.68,B,Pass
1.6,88.3,96.3,55.3,9,1,1,58.6,C,Pass
3.0,84.6,99.4,60.8,9,6,1,70.43,B+,Pass
2.1,74.5,55.3,41.9,4,10,2,51.96,C,Pass
1.1,59.9,89.7,70.3,3,4,2,52.36,C,Pass
1.7,64.7,96.3,32.6,6,5,1,54.24,C,Pass
3.3,94.1,61.7,26.2,4,1,1,47.96,F,Fail
5.5,67.1,67.1,27.7,4,5,8,66.64,B,Pass
2.6,75.8,91.0,72.7,8,9,2,70.64,B+,Pass
3.2,66.1,42.0,89.3,9,7,7,66.31,B,Pass
2.9,89.3,94.9,48.5,8,4,8,71.53,B+,Pass
2.8,59.9,34.9,94.4,7,6,8,61.08,B,Pass
4.6,91.5,74.1,46.7,9,7,10,79.08,B+,Pass
3.5,72.6,70.4,92.8,5,4,10,71.78,B+,Pass
3.0,72.0,69.6,88.3,9,5,5,68.84,B,Pass
5.7,96.1,31.6,37.0,1,6,1,53.86,C,Pass
2.4,62.2,47.8,65.8,2,2,1,42.64,F,Fail
5.2,88.8,66.0,21.5,4,10,6,69.4,B,Pass
3.6,98.3,94.8,69.6,8,6,2,74.37,B+,Pass
3.2,97.9,94.5,23.5,10,5,7,71.74,B+,Pass
1.3,87.4,35.5,80.7,9,6,6,55.92,C,Pass
5.3,63.4,39.5,67.3,2,4,3,56.51,C,Pass
2.4,94.8,70.1,42.2,5,5,8,60.93,B,Pass
4.4,70.6,86.5,56.6,5,6,8,73.78,B+,Pass
5.4,69.3,86.0,77.2,1,2,10,74.61,B+,Pass
3.7,69.5,55.1,76.7,6,10,7,70.03,B+,Pass
4.2,53.0,31.3,48.1,8,3,8,56.14,C,Pass
2.7,67.8,52.3,65.6,9,6,1,56.5,C,Pass
4.6,96.1,30.7,45.9,2,2,2,48.57,F,Fail
4.3,63.4,47.4,73.6,3,8,4,61.43,B,Pass
3.2,65.1,80.0,42.6,9,1,3,58.7,C,Pass
4.2,88.8,30.4,43.0,2,4,2,47.73,F,Fail
2.3,53.1,48.1,66.7,5,7,2,50.54,C,Pass
4.3,91.2,75.0,24.3,3,6,1,58.72,C,Pass
4.4,92.8,47.1,90.5,3,1,5,61.23,B,Pass
3.2,57.2,48.5,39.6,5,5,4,50.58,C,Pass
2.2,61.8,83.0,59.2,1,5,2,52.61,C,Pass
5.0,85.9,42.1,48.6,6,1,4,57.4,C,Pass
4.8,73.5,80.4,55.1,6,4,1,65.92,B,Pass
1.3,65.7,95.0,93.6,8,5,1,63.56,B,Pass
3.5,69.8,64.2,27.6,9,3,9,62.17,B,Pass
1.5,88.8,36.8,89.2,4,5,2,48.46,F,Fail
2.6,56.1,35.4,74.0,10,8,3,56.96,C,Pass
3.1,89.1,37.6,81.9,6,9,10,68.0,B,Pass
1.9,63.5,32.8,37.9,7,2,1,37.83,F,Fail
3.3,88.5,96.9,24.4,1,7,9,66.94,B,Pass
4.5,97.7,50.1,63.8,2,4,7,62.86,B,Pass
3.2,96.7,46.6,75.7,5,3,6,59.48,C,Pass
2.2,99.4,40.6,95.2,3,5,10,61.17,B,Pass
3.1,60.9,43.2,31.9,8,4,4,50.08,C,Pass
4.0,98.5,81.2,21.5,4,3,6,62.38,B,Pass
5.7,59.8,47.4,58.0,7,9,4,69.33,B,Pass
3.5,52.5,41.0,61.7,5,2,9,54.76,C,Pass
5.4,58.6,92.1,96.6,8,7,10,89.98,A,Pass
5.9,51.1,52.9,55.0,9,6,7,72.18,B+,Pass
3.8,50.3,40.4,88.0,6,3,7,59.53,C,Pass
1.7,80.2,98.2,95.0,5,3,2,63.62,B,Pass
5.4,52.2,73.4,24.9,3,10,9,70.9,B+,Pass
5.3,64.6,65.3,43.0,3,3,2,58.44,C,Pass
5.3,72.5,76.9,36.8,4,7,3,67.19,B,Pass
5.8,61.1,55.3,62.3,6,3,1,62.48,B,Pass
2.4,97.7,85.7,78.9,9,7,3,71.63,B+,Pass
2.7,65.4,64.0,57.8,7,6,10,65.01,B,Pass
4.4,51.2,41.2,45.5,8,6,2,55.85,C,Pass
3.8,70.1,86.9,44.0,1,7,9,67.54,B,Pass
5.3,55.7,53.6,25.0,9,6,9,67.92,B,Pass
2.3,92.5,73.5,68.2,8,3,7,65.06,B,Pass
4.3,76.8,54.2,67.2,2,3,3,56.51,C,Pass
5.7,54.6,51.2,78.4,4,6,3,65.82,B,Pass
2.1,68.3,30.3,60.2,10,6,10,57.84,C,Pass
2.5,68.6,93.6,43.7,10,8,10,74.82,B+,Pass
3.0,88.4,33.6,65.8,8,4,6,57.11,C,Pass
1.4,98.6,80.2,68.1,9,3,3,60.72,B,Pass
1.9,65.5,72.8,58.4,7,9,3,60.11,B,Pass
2.9,60.9,31.6,50.3,9,9,4,55.14,C,Pass
1.4,87.2,79.8,46.6,9,3,5,58.26,C,Pass
2.8,75.6,44.0,44.0,3,3,5,47.36,F,Fail
2.2,86.8,63.2,49.2,7,8,7,62.66,B,Pass
5.3,52.7,72.8,62.3,9,7,9,79.02,B+,Pass
4.0,99.9,32.1,92.3,4,6,9,66.86,B,Pass
5.5,74.2,88.4,27.9,10,8,5,78.71,B+,Pass
2.0,91.7,59.4,29.0,9,5,6,56.37,C,Pass
1.4,59.0,39.3,73.1,4,1,6,43.29,F,Fail
2.8,57.8,61.4,23.9,5,8,3,51.92,C,Pass
1.3,67.9,69.2,42.6,5,10,5,55.68,C,Pass
5.4,62.1,41.5,68.1,7,2,1,58.4,C,Pass
1.9,58.1,73.1,26.2,3,3,7,48.61,F,Fail
1.7,54.8,71.9,29.6,2,3,7,46.7,F,Fail
4.9,55.2,53.2,35.2,10,6,9,68.7,B,Pass
4.6,58.3,58.8,80.8,8,4,1,64.05,B,Pass
1.3,55.1,67.7,32.4,9,3,2,46.5,F,Fail
3.5,77.7,55.1,69.9,6,2,10,64.03,B,Pass
